titre;auteur;genre;isbn;editeur;date_publication;nb_pages
Le cartographe des Indes boréales;Olivier TRUC;Fiction;978275788104;Points;10/09/2020;624
Le cri de la chouette;Hervé BAZIN;;2000036001376;Grasset;01/09/1972;
Adieu;Jacques EXPERT;Policier;3010000119173;Le Livre de Poche;27/03/2013;398
A Certain Justice;P. D. James;;9780140274684;Penguin;10/11/1998;496
Mystery;Peter STRAUB;Fiction;9780307472229;Pocket;01/01/2010;548
Maine;J. Courtney SULLIVAN;;9780307596819;Le Livre de Poche;14/06/2011;600
Confessions of a Taoist on Wall Street;David PAYNE;;9780345410382;43374;01/09/1996;
True History Of The Kelly Gang;Peter CAREY;;9780571204083;Faber And Faber;01/01/2001;
Galíndez;Manuel VAZQUEZ MONTALBAN;Fiction;9780689121210;Points;01/01/1992;343
Alaska;James Albert MICHENER;Fiction;9780749319762;Presses de la cité;01/01/1997;1274
Dalva;Jim HARRISON;Fiction;9780802192226;43374;20/12/2013;999
Russka;Edward RUTHERFURD;Fiction;9781409039631;Pocket;23/12/2010;1024
Fiona Range;Mary McGARRY MORRIS;Fiction;9781440628498;Pocket;01/07/2001;432
Bondrée;Andrée A. MICHAUD;;9781771961097;;16/05/2017;304
Louisa Elliott;Ann-Victoria ROBERTS;Fiction;9781909270848;Le Livre de Poche;06/04/2014;720
L'hôtel New Hampshire;John IRVING;;9782020064729;Points;01/05/1983;
Un Mariage poids moyen;John IRVING;;9782020088084;Points;01/06/1985;320
une priere pour owen;John IRVING;;9782020107129;Points;01/01/1989;568
La Belle Affaire;T. Coraghessan BOYLE;;9782020146241;Points;12/05/1993;452
Liberté pour les ours !;John IRVING;;9782020197298;Points;01/01/1998;
La croix et la bannière;William BOYD;;9782020221597;Points;21/04/2001;301
Les nouvelles confessions;William BOYD;;9782020239233;Points;15/03/1995;633
Comme neige au soleil;William BOYD;;9782020239240;Points;15/03/1995;459
Docile;Didier DECOIN;;9782020285186;Points;09/02/1996;365
Un enfant de la balle;John IRVING;;9782020309011;Points;08/07/1998;765
La promeneuse d'oiseaux;Didier DECOIN;;9782020319836;Points;03/02/2000;395
LA neige tombait sur les cèdres;David GUTERSON;;9782020321211;Points;01/01/1998;382
Armadillo;William BOYD;;9782020372299;Points;01/01/1999;367
Louise;Didier DECOIN;Literary Collections;9782020374286;Points;;304
Le voyage de Théo;Catherine CLEMENT;;9782020382038;Points;28/09/1999;720
Le diamant noir;Peter MAYLE;Fiction;9782020386050;Points;01/01/2001;290
Le Théorème du perroquet;Denis GUEDJ;;9782020427852;Points;19/08/2000;654
La Maison Russie;John LE CARRE;;9782020479936;Folio;03/10/2003;480
La Tempête;Juan Manuel DE PRADA;;9782020525763;Points;14/01/2002;349
N'oublie pas mes petits souliers;Joseph CONNOLLY;;9782020551328;Points;02/04/2004;496
L'Homme sans fusil;Ysabelle LACAMP;;9782020581110;Points;19/03/2003;368
L' artiste des dames;Eduardo MENDOZA;Juvenile Nonfiction;9782020581134;Points;01/01/2003;345
À livre ouvert - Grand prix des Lectrices de Elle 2003;William BOYD;;9782020617130;Points;14/01/2004;608
Talion;Christian de MONTELLA;;9782020663946;Points;01/01/2004;960
Qu'elle repose en paix;Jonathan KELLERMAN;;9782020826099;Points;05/01/2006;570
La vie invisible;Juan Manuel DE PRADA;;9782020849494;Points;12/01/2006;627
La femme sur la plage avec un chien;William BOYD;;9782020864763;Points;14/04/2006;196
La femme de chambre du Titanic;Didier DECOIN;;9782020903738;Points;09/11/2006;330
Le philosophe nu;Alexandre JOLLIEN;;9782020959155;Seuil;19/08/2010;197
Petites Infamies;Carmen POSADAS;Fiction;9782021085891;Points;;318
L'Ame du chasseur;Deon MEYER;Fiction;9782021088786;Points;;472
Jusqu'au dernier;Deon MEYER;Fiction;9782021088809;Points;;457
Lemmer, l'invisible;Deon MEYER;Fiction;9782021088823;Points;;448
Poussières d'exil;Patrick BARD;Fiction;9782021106527;Points;;494
Meurtriers sans visage;Henning MANKELL;Fiction;9782021174519;Points;;352
Le Retour du professeur de danse;Henning MANKELL;Fiction;9782021178708;Points;;544
Les Chaussures italiennes;Henning MANKELL;Fiction;9782021178784;Points;;352
La Cinquième Femme;Henning MANKELL;Fiction;9782021178821;Points;;492
Cartel, la suite de la Griffe du chien;Don WINSLOW;Fiction;9782021213188;Points;;720
La Reine du Sud;Arturo PEREZ-REVERTE;Fiction;9782021228700;Points;;529
Le Cimetière des bateaux sans nom;Arturo PEREZ-REVERTE;Fiction;9782021228731;Points;;577
Deux hommes de bien;Arturo PEREZ-REVERTE;Fiction;9782021288063;Points;;512
Avenue des mystères;John IRVING;Fiction;9782021299809;Points;;528
Le Tarbouche;Robert SOLE;Fiction;9782021338966;Points;;420
Pleine Lune;Antonio Muñoz Molina;Fiction;9782021344820;Points;;384
Beatus Ille;Antonio Muñoz Molina;Fiction;9782021344929;Points;;352
Mapuche - Prix du meilleur polar français 2012 par le magazine Lire;Caryl FEREY;;9782070130764;Gallimard;27/04/2012;464
Tiens ferme ta couronne;Yannick HAENEL;Fiction;9782070177875;Gallimard;;368
La Peste à New-York;Gwyneth CRAVENS;;9782070299195;Gallimard;03/05/1978;
Le Clan des Otori (Tome 2) - Les Neiges de l'exil;Lian HEARN;;9782070300310;Folio;01/05/2014;400
La mort dans l'âme;Ian RANKIN;Fiction;9782070300891;Folio;01/10/2005;607
Le Clan des Otori, tome 1 : Le Silence du Rossignol;Lian HEARN;;9782070302581;Folio;15/09/2003;372
La part du mort: Une enquête du commissaire Llob;Yasmina KHADRA;;9782070305155;Folio;26/05/2005;432
Seul dans Berlin;Hans FALLADA;Fiction;9782070312962;Folio;01/01/2004;558
Bienvenue au club;Jonathan COE;;9782070317233;Folio;16/06/2011;545
Rage de Dents (une Enquete de Victor Carl);William LASHNER;;9782070345199;Folio;14/11/2008;672
Le Fil du destin;Lian HEARN;;9782070359899;Folio;01/05/2014;704
Les Ailes de la colombe;Henry JAMES;;9782070370986;Folio;22/03/1979;384
Solal;Albert COHEN;;9782070372690;Folio;03/04/1981;471
La Moustache;Emmanuel CARRERE;;9782070378838;Folio;16/06/2005;182
Testament à l'anglaise;Jonathan COE;;9782070403264;Folio;27/08/1997;682
La Sirène rouge;Maurice G. DANTEC;;9782070406364;Folio;29/08/2002;591
Le Chasseur de têtes;Timothy FINDLEY;;9782070415373;Folio;30/09/2001;782
Le portail;Francois BIZOT;;9782070417650;Folio;31/01/2002;439
Le Clan des Otori (Tome 3-La Clarté de la lune);Lian HEARN;;9782070426553;Folio;13/10/2005;448
La trilogie Max Mingus (Tome 1) - Tonton Clarinette;Nick STONE;;9782070427826;Editions Gallimard;28/05/2013;688
L'épée de Darwin;Dan SIMMONS;Fiction;9782070429684;Folio;01/01/2004;605
2666;Roberto Bolaño;;9782070437139;Folio;03/03/2011;1376
Zulu;Caryl FEREY;;9782070437573;Folio;23/04/2010;404
Saga maorie;Caryl FEREY;;9782070442850;Folio;27/10/2011;832
Le gardien invisible;Dolores REDONDO;;9782070461691;Folio;15/01/2015;528
Le coeur cousu;Carole MARTINEZ;Fiction;9782072411069;Folio;;445
Neige;Orhan PAMUK;Fiction;9782072447211;Folio;;629
Rouge Brésil. Tropique de France;Jean-Christophe RUFIN;Fiction;9782072448058;Folio;;605
Monsieur Malaussène - La saga Malaussène;Daniel PENNAC;Fiction;9782072468452;Gallimard;;656
Des chrétiens et des Maures - La saga Malaussène;Daniel PENNAC;Fiction;9782072468476;Folio;;96
Aux fruits de la passion - La saga Malaussène;Daniel PENNAC;Fiction;9782072468490;Gallimard;;240
L'amie prodigieuse;Elena FERRANTE;Fiction;9782072475061;Folio;;400
Le successeur de pierre;Jean-Michel TRUONG;Fiction;9782072487934;Pocket;;641
Americanah;Chimamanda NGOZI ADICHIE;Fiction;9782072649943;Folio;;704
Check-point;Jean-Christophe RUFIN;Fiction;9782072650628;Folio;;416
Sourires de loup;Zadie SMITH;Fiction;9782072653087;Folio;;736
L'amie prodigieuse (Tome 3) - Celle qui fuit et celle qui reste;Elena FERRANTE;Fiction;9782072657528;Folio;;480
Le chapiteau vert;Ludmila OULITSKAIA;Fiction;9782072681691;Folio;;784
L'amie prodigieuse (Tome 2) - Le nouveau nom;Elena FERRANTE;Fiction;9782072693151;;;640
La Terre qui penche;Carole MARTINEZ;Fiction;9782072714542;Folio;;432
Condor;Caryl FEREY;Fiction;9782072747694;Folio;;512
Le suspendu de Conakry;Jean-Christophe RUFIN;Fiction;9782072785313;Folio;;315
Le tour du monde du roi Zibeline;Jean-Christophe RUFIN;Fiction;9782072793264;Folio;;416
Les fantômes du vieux pays;Nathan HILL;Fiction;9782072798009;Folio;;960
Cette chose étrange en moi;Orhan PAMUK;Fiction;9782072825286;Folio;;832
L'enfant du Danube;János SZEKELY;Fiction;9782072825385;Folio;;864
Plus jamais seul;Caryl FEREY;Fiction;9782072840883;Folio;;320
Les prophètes du fjord de l'éternité;Kim LEINE;;9782072874963;Folio;04/03/2021;
Macbeth;Jo NESBO;;9782072898983;Folio;07/07/2020;
Paz;Caryl FEREY;Fiction;9782072922145;Folio;;608
Requiem pour une République;Thomas CANTALOUBE;Fiction;9782072922510;Folio;;544
Le couteau;Jo NESBO;Fiction;9782072922855;Folio;;688
La proie;Deon MEYER;Fiction;9782072922916;Folio;;576
Le cas Malaussène (Tome 1) - Ils m'ont menti;Daniel PENNAC;Fiction;9782072935442;Folio;;224
La face nord du coeur;Dolores REDONDO;Fiction;9782072965425;Folio;;768
Aminata;Lawrence HILL;Fiction;9782072989483;Folio;;481
L'étoile brisée;Nadeije LANEYRIE DAGEN;Fiction;9782073002365;Folio;;670
Les invités;Raouf OUFKIR;Generals;9782080682444;J'ai Lu;01/01/2003;518
Les garçons;Wesley STACE;;9782081205352;J'ai Lu;01/01/2008;429
Le parfum d'Adam;Jean-Christophe RUFIN;Fiction;9782081234178;Folio;;544
Katiba;Jean-Christophe RUFIN;Fiction;9782081244047;Folio;;399
Le Rêve le plus doux;Doris LESSING;Fiction;9782081252295;J'ai Lu;;489
Je te vois reine des quatre parties du monde: L'épopée de Doña Isabel Barreto, Conquistadora des Mers du Sud, Première et seule femme amirale de l'armada espagnole;Alexandra LAPIERRE;;9782081269927;Flammarion;20/03/2013;573
L'Ambition: ou l'épopée de soi;Vincent CESPEDES;;9782081270794;Flammarion;02/10/2013;312
The gimmick;Adrienne PENNER;;9782082001274;Flammarion;30/06/2004;
L'objet de mon affection;Stephen McCAULEY;;9782207235911;J'ai Lu;01/01/1998;382
Ali le magnifique;Paul SMAIL;North Africans;9782207251867;J'ai Lu;01/01/2001;618
Un agent très secret;François LANTRADE;;9782213020563;Fayard;02/12/1987;313
Ondes de choc;Jennifer ROWE;Birdwood, Verity (Fictitious character);9782213594842;Le Livre de Poche;01/01/1995;295
Heures d'angoisse - Prix Quai des Orfèvres  1997;Roger LE TAILLANTER;;9782213596952;Fayard;01/12/1996;273
Le Fond de l'âme effraie : Prix du quai des orfèvres 2001 (Romanesque);Guy LANGLOIS;;9782213606880;Fayard;22/11/2000;397
Bandit n'était pas manchot - Prix Quai des Orfèvres  2003;Jérôme JARRIGE;;9782213613000;Fayard;02/12/2002;310
Les Sarments d'Hippocrate : Prix du quai des orfèvres 2004 (Romanesque);Sylvie M. JEMA;;9782213615745;Fayard;26/11/2003;343
Toubib;Gilbert SCHLOGEL;Fiction;9782213649924;Le Livre de Poche;10/05/2002;508
Le Roi des ordures;Jean VAUTRIN;Fiction;9782213650203;Le Livre de Poche;08/01/1997;286
Encore une danse;Katherine PANCOL;Fiction;9782213669168;Le Livre de Poche;07/01/1998;360
La vie mode d'emploi;Georges PEREC;Fiction;9782213674063;Le Livre de Poche;22/03/2011;662
Madame Bâ;Erik ORSENNA;Fiction;9782213674285;Le Livre de Poche;23/04/2003;496
Le Phare;P. D. James;Fiction;9782213704005;Le Livre de Poche;28/10/2016;442
Fils de personne;Jean-François PASQUES;Policier;9782213725109;;09/11/2022;315
Cette nuit la liberte;Dominique LAPIERRE;;9782221004739;Robert Laffont;01/01/1975;555
La Nuit des Groenlandais;Jane SMILEY;;9782221057711;Le Livre de Poche;01/01/1989;574
Le sang du renard;Minette WALTERS;;9782221099544;Pocket;01/01/2004;426
Notre-Dame des Caraïbes;Yves VIOLLIER;Fiction;9782221121887;Pocket;07/04/2011;238
L'Ombre du vent;Carlos RUIZ ZAFÓN;Fiction;9782221133125;Le Livre de Poche;08/11/2012;503
Moi, Charlotte Simmons;Tom WOLFE;Fiction;9782221138304;Pocket;11/06/2015;739
Le Bûcher des vanités;Tom WOLFE;Fiction;9782221138311;Le Livre de Poche;04/09/2014;689
Le Troisième Jumeau - NE;Ken FOLLETT;;9782221141076;Robert Laffont;13/03/2014;485
Le Voile de Téhéran;Parinoush SANIEE;Fiction;9782221157169;Points;08/01/2015;416
Le bel avenir;Georges CONCHON;;9782226016737;Albin Michel;23/08/1983;484
L'homme nu;Dan SIMMONS;Fiction;9782226069054;Le Livre de Poche;01/01/1994;327
L'amour, la mort;Dan SIMMONS;Fiction;9782226077189;;01/01/1995;388
Douce nuit;Mary HIGGINS CLARK;;9782226079756;Albin Michel;31/10/1995;225
Flamingo;Larry BAKER;;9782226100122;Pocket;28/04/1998;424
La Valse lente des tortues;Katherine PANCOL;Fiction;9782226196132;Le Livre de Poche;14/01/2009;688
Les Yeux jaunes des crocodiles;Katherine PANCOL;Fiction;9782226197443;Le Livre de Poche;14/01/2009;656
Ulysse from Bagdad;Eric-Emmanuel SCHMITT;Fiction;9782226199560;Le Livre de Poche;31/03/2009;320
Manhattan Freud;Luc BOSSI;Fiction;9782226199676;Le Livre de Poche;02/04/2009;368
Le Miroir de Cassandre;Bernard WERBER;Fiction;9782226210005;Le Livre de Poche;26/05/2010;640
Les Ecureuils de Central Park sont tristes le lundi;Katherine PANCOL;Fiction;9782226214287;Le Livre de Poche;08/04/2010;864
L'Empire des anges;Bernard WERBER;Fiction;9782226222022;Le Livre de Poche;26/05/2010;416
Le Jour des fourmis;Bernard WERBER;Fiction;9782226222039;Le Livre de Poche;26/05/2010;466
Les Thanatonautes;Bernard WERBER;Fiction;9782226222145;Le Livre de Poche;26/05/2010;464
L'Ultime secret;Bernard WERBER;Fiction;9782226222152;Le Livre de Poche;26/05/2010;416
La Promesse de l'ange;Frédéric LENOIR;Fiction;9782226234834;Le Livre de Poche;21/03/2013;496
La Part de l'autre;Eric-Emmanuel SCHMITT;Fiction;9782226236593;Le Livre de Poche;20/06/2014;496
Bonheurs d'enfance;Christian SIGNOL;Fiction;9782226236906;Le Livre de Poche;05/11/2012;234
Attirances;Didier VAN CAUWELAERT;Fiction;9782226237231;Le Livre de Poche;21/03/2013;256
Hors de moi;Didier VAN CAUWELAERT;Fiction;9782226237262;Le Livre de Poche;21/03/2013;224
Rencontre sous X;Didier VAN CAUWELAERT;Fiction;9782226237279;Le Livre de Poche;07/11/2012;256
L'Apparition;Didier VAN CAUWELAERT;Fiction;9782226237286;Le Livre de Poche;05/11/2012;288
L'Education d'une fée;Didier VAN CAUWELAERT;Fiction;9782226237293;Le Livre de Poche;05/11/2012;256
La Demi-pensionnaire;Didier VAN CAUWELAERT;Fiction;9782226237309;Le Livre de Poche;07/11/2012;224
Un objet en souffrance;Didier VAN CAUWELAERT;Fiction;9782226237361;Le Livre de Poche;05/11/2012;272
L'Armoire des robes oubliées;Riikka PULKKINEN;Fiction;9782226269331;Le Livre de Poche;04/01/2012;400
Expiation;Patricia MACDONALD;Fiction;9782226307064;Le Livre de Poche;07/07/2014;320
Un étranger dans la maison;Patricia MACDONALD;Fiction;9782226307088;Le Livre de Poche;07/07/2014;290
Petite Soeur;Patricia MACDONALD;Fiction;9782226307101;Le Livre de Poche;07/07/2014;286
Sans retour;Patricia MACDONALD;Fiction;9782226307125;Le Livre de Poche;07/07/2014;304
La Double Mort de Linda;Patricia MACDONALD;Fiction;9782226307149;Le Livre de Poche;07/07/2014;352
Une femme sous surveillance;Patricia MACDONALD;Fiction;9782226307163;Le Livre de Poche;07/07/2014;416
Personnes disparues;Patricia MACDONALD;Fiction;9782226307187;Le Livre de Poche;07/07/2014;384
Dernier Refuge;Patricia MACDONALD;Fiction;9782226307200;Le Livre de Poche;07/07/2014;448
Etrange affaire;Peter ROBINSON;Fiction;9782226308665;Le Livre de Poche;07/07/2014;400
L'Effet papillon;Jussi ADLER-OLSEN;Fiction;9782226337665;Le Livre de Poche;02/01/2015;656
Gaspard des montagnes;Henri POURRAT;;9782226341396;Le Livre de Poche;;
Le Secret du mari;Liane MORIARTY;Fiction;9782226343796;Le Livre de Poche;01/04/2015;416
Lontano;Jean-Christophe GRANGE;Fiction;9782226382085;Le Livre de Poche;09/09/2015;784
Les Secrets de l'île;Viveca STEN;Fiction;9782226383778;Le Livre de Poche;04/05/2016;432
La Première habitude;Françoise Lefèvre;;9782231008369;J'ai Lu;01/01/1976;253
Purge;Sofi OKSANEN;Fiction;9782234069251;Le Livre de Poche;25/08/2010;408
Room;Emma DONOGHUE;Fiction;9782234071285;Le Livre de Poche;24/08/2011;408
Leçons de conduite;Anne TYLER;Fiction;9782234073005;Le Livre de Poche;01/06/2011;336
Une autre femme;Anne TYLER;Fiction;9782234073760;Le Livre de Poche;09/05/2012;424
En suivant les étoiles;Anne TYLER;Fiction;9782234074330;Le Livre de Poche;10/04/2013;328
Le bureau des jardins et des étangs;Didier DECOIN;Fiction;9782234074644;Le Livre de Poche;02/01/2017;396
Les jours en couleurs;Yves SIMON;Fiction;9782246062998;Le Livre de Poche;12/01/1971;210
Archaos ou le jardin étincelant;Christiane ROCHEFORT;Fiction;9782246160199;Grasset;20/01/1999;449
Un paradis sur mesure (Littérature);Christine ARNOTHY;;9782246257813;Le Livre de Poche;12/01/1983;332
L'ami de la famille (Littérature);Christine ARNOTHY;;9782246336310;Le Livre de Poche;04/04/1984;344
25 histoires d'amour;T. Coraghessan BOYLE;;9782246402213;Le Livre de Poche;09/02/2000;443
Le cinquième rêve;Patrice VAN EERSEL;Literary Collections;9782246409397;Le Livre de Poche;08/01/1997;348
Désert brûlant;Christine ARNOTHY;;9782246416715;Le Livre de Poche;07/10/1992;328
Une promesse;Sorj CHALANDON;Fiction;9782246711797;Le Livre de Poche;23/08/2006;288
Le lecteur de cadavres;Antonio GARRIDO;Fiction;9782246802440;Le Livre de Poche;19/03/2014;616
Les trouble-fête (Littérature);Christine ARNOTHY;;9782246804109;Le Livre de Poche;03/04/1986;323
Une histoire sans mots;Xu Bing;;9782246808879;Grasset;06/11/2013;128
Prague fatale;Philip KERR;Fiction;9782253000419;Le Livre de Poche;08/01/2014;407
Da Vinci Code;Dan BROWN;;9782253001171;Le Livre de Poche;28/05/2014;624
Je suis Pilgrim;Terry HAYES;;9782253001676;Le Livre de Poche;01/04/2015;912
Colline;Jean GIONO;;9782253002895;Le Livre de Poche;01/01/1992;159
Regain;Jean GIONO;;9782253004028;Le Livre de Poche;01/01/1958;178
La Mousson;Louis BROMFIELD;;9782253005216;Le Livre de Poche;01/05/1974;695
Les nuits difficiles (nouvelles);Dino BUZZATI;;9782253007999;Le Livre de Poche;05/10/1995;
Le K;Dino BUZZATI;;9782253008361;Le Livre de Poche;01/01/1992;384
Matins a jalna;Mazo DE LA ROCHE;;9782253008446;Le Livre de Poche;01/01/1968;
Un de Baumugnes;Jean GIONO;;9782253010845;Le Livre de Poche;01/01/1976;192
Le reve de l'escalier : nouvelles;Dino BUZZATI;;9782253011187;Le Livre de Poche;05/10/1995;
L'ami imaginaire;Stephen CHBOSKY;Fiction;9782253012566;Le Livre de Poche;17/06/2020;416
Abraham de Brooklyn;Didier DECOIN;;9782253015246;Points;01/01/1976;
La Saison des Américains;Christine ARNOTHY;;9782253016694;Le Livre de Poche;01/02/1973;447
L'Enfant de l'étranger;Alan HOLLIGHURST;;9782253020424;Le Livre de Poche;;768
Comme un collégien;John LE CARRE;;9782253022909;Le Livre de Poche;01/01/1979;727
Le Cardinal prisonnier;Christine ARNOTHY;;9782253024620;Le Livre de Poche;01/01/1980;317
Un Type merveilleux;Christine ARNOTHY;;9782253025290;Le Livre de Poche;01/11/1980;382
Toutes les chances plus une;Christine ARNOTHY;;9782253027546;Le Livre de Poche;01/10/1981;380
L'Arme à l'oeil (Policier / Thriller t. 590);Ken FOLLETT;;9782253027782;Le Livre de Poche;19/11/2012;382
Le choix des armes;Michel GRISOLIA;;9782253029533;Le Livre de Poche;01/03/1986;378
Congo;Michael CRICHTON;;9782253030034;Le Livre de Poche;30/06/1986;477
Haute mer;Michel GRISOLIA;;9782253031918;Le Livre de Poche;15/10/1990;
Le Code Rebecca (Policier / Thriller t. 7473);Ken FOLLETT;;9782253032069;Le Livre de Poche;19/11/2012;379
Un turbulent silence;André BRINK;;9782253032113;Le Livre de Poche;01/01/1985;573
Coup de foudre, Le rêve des années 50;Olivier COHEN;;9782253032724;Le Livre de Poche;01/09/1983;192
Sans bavures;Frederick FORSYTH;;9782253034186;Le Livre de Poche;01/03/1991;
Les guetteurs : roman;Michel GRISOLIA;;9782253034605;Le Livre de Poche;28/02/1990;
Retour à Malaveil;Claude COURCHAY;;9782253034667;Le Livre de Poche;31/05/1997;
Dead Zone;Stephen KING;;9782253035268;Le Livre de Poche;01/01/1987;477
UN INSTANT DANS LE VENT;André BRINK;;9782253035701;Le Livre de Poche;01/01/1988;320
Le maître et Marguerite;Mikhail BOULGAKOV;;9782253037293;Le Livre de Poche;31/01/1996;
La Garde blanche;Mikhail BOULGAKOV;;9782253037309;Le Livre de Poche;30/08/1997;
Un cri dans la nuit;Mary HIGGINS CLARK;;9782253037323;Le Livre de Poche;01/01/1999;311
L'Incroyable secret;Clive CUSSLER;;9782253037996;Le Livre de Poche;11/12/1985;409
La Maison Aux Esprits;Isabel ALLENDE;;9782253038047;Fayard;01/01/1986;540
Très sage Héloïse;Jeanne BOURIN;;9782253040620;Le Livre de Poche;14/10/2002;223
Le mur de la peste;André BRINK;;9782253040651;Le Livre de Poche;01/01/1987;
La Proie pour l'ombre;P. D. James;;9782253040705;Le Livre de Poche;01/01/1987;285
L'île des morts;P. D. James;;9782253041139;Le Livre de Poche;01/03/1987;400
La Dame de beauté;Jeanne BOURIN;;9782253041696;Le Livre de Poche;01/05/1987;184
D'amour et d'ombre;Isabel ALLENDE;;9782253041757;Le Livre de Poche;01/05/1987;371
Le Talisman;Stephen KING;;9782253041818;Le Livre de Poche;01/09/1987;1084
Les Lions du Panshir;Ken FOLLETT;;9782253042020;Le Livre de Poche;01/02/1995;405
Un pur espion;John LE CARRE;;9782253042945;Le Livre de Poche;01/01/1989;825
La Mala Hora;Gabriel GARCIA MARQUEZ;;9782253045038;Le Livre de Poche;01/01/1988;220
Meurtre dans un fauteuil;P. D. James;;9782253045533;Le Livre de Poche;17/02/1988;408
La meurtriere;P. D. James;;9782253046523;Le Livre de Poche;01/01/1990;381
Ouragan T01 Azadeh;James CLAVELL;;9782253046653;Le Livre de Poche;30/09/1992;
Sharazad tome II;James CLAVELL;;9782253047711;Le Livre de Poche;01/01/1996;
La noble maison. Tome 1;James CLAVELL;;9782253048244;Le Livre de Poche;01/12/1998;733
La noble maison. Tome 2;James CLAVELL;;9782253048251;Le Livre de Poche;28/02/1999;736
Un certain goût pour la mort;P. D. James;;9782253048596;Le Livre de Poche;01/02/1989;572
Hawai;André LE GAL;;9782253048800;Le Livre de Poche;31/01/1994;
La foire aux mules;Michelle CLEMENT-MAINARD;;9782253050605;Le Livre de Poche;01/09/1989;448
Samarcande;Amin MAALOUF;;9782253051206;Le Livre de Poche;01/01/1989;376
Le Démon du passé;Mary HIGGINS CLARK;;9782253051343;Le Livre de Poche;01/01/1989;286
Sans Les Mains;P. D. James;;9782253051565;Le Livre de Poche;01/01/1990;252
Les enfants de Salonique Tome 3 : Diane;Bernard LENTERIC;;9782253053217;Le Livre de Poche;01/01/1990;446
Eva Luna;Isabel ALLENDE;;9782253053545;Le Livre de Poche;01/01/1992;416
Ne pleure pas ma belle;Mary HIGGINS CLARK;;9782253054740;Le Livre de Poche;01/01/1996;286
Meurtres en blouse blanche;P. D. James;;9782253055921;Le Livre de Poche;01/02/1991;348
Dors ma jolie;Mary HIGGINS CLARK;;9782253057642;Le Livre de Poche;01/09/1991;288
Mort d'un expert;P. D. James;;9782253058311;Le Livre de Poche;01/01/1992;347
Plus grands que l'amour;Dominique LAPIERRE;;9782253058915;Le Livre de Poche;01/01/1992;532
Les Piliers de la Terre;Ken FOLLETT;;9782253059530;Le Livre de Poche;15/04/1992;1056
La Danse des masques;Jean-François COATMEUR;;9782253060055;Le Livre de Poche;30/08/1997;344
A visage couvert;P. D. James;;9782253060321;Le Livre de Poche;01/05/1992;250
L'empreinte des sabots;Michelle CLEMENT-MAINARD;;9782253060581;Le Livre de Poche;02/06/1992;313
Par Action Et Par Omission;P. D. James;;9782253061939;Le Livre de Poche;01/11/1992;507
Les Contes d'Eva Luna;Isabel ALLENDE;;9782253062066;Le Livre de Poche;02/12/1992;345
La plage d'Ostende;Jacqueline HARPMAN;;9782253062691;Le Livre de Poche;01/02/1993;316
Le fantome de lady margaret;Mary HIGGINS CLARK;;9782253062738;Le Livre de Poche;01/01/2001;284
Un acte de terreur;André BRINK;;9782253062875;Le Livre de Poche;29/06/2001;989
Une affaire d'héritage;Christine ARNOTHY;;9782253063308;Le Livre de Poche;01/03/1993;506
Le nègre et l'amiral : roman;Raphaël CONFIANT;;9782253063384;Le Livre de Poche;22/04/1993;445
Ayez pitié du coeur des hommes;Eve de CASTRO;;9782253064008;Le Livre de Poche;25/08/2000;375
Une constellation de phénomènes vitaux;Anthony MARRA;;9782253066095;Le Livre de Poche;06/01/2016;544
La Mémoire des embruns;Karen VIGGERS;;9782253066217;Le Livre de Poche;30/03/2016;576
Le fils;Philipp MEYER;;9782253067931;Le Livre de Poche;30/03/2016;792
Assam;Gérard DE CORTANZE;;9782253068266;Le Livre de Poche;07/01/2004;789
Hook;Michelle MILLER;Fiction;9782253069133;Le Livre de Poche;08/02/2017;552
La Maison des hautes falaises;Karen VIGGERS;Fiction;9782253069393;Le Livre de Poche;31/03/2016;345
Les vrais durs;T. Coraghessan BOYLE;;9782253070160;Le Livre de Poche;08/11/2017;522
Eclairs lointains;Heinrich GERLACH;;9782253070962;Le Livre de Poche;21/08/2019;864
Les Maraudeurs;Tom COOPER;Fiction;9782253071013;Le Livre de Poche;04/05/2016;416
Parmi les loups et les bandits;Atticus LISH;Fiction;9782253071129;Le Livre de Poche;18/08/2016;560
Les oubliés du dimanche;Valérie PERRIN;;9782253071167;Le Livre de Poche;29/04/2015;378
Cartes postales de Grèce;Victoria HISLOP;;9782253071259;Le Livre de Poche;09/05/2018;480
Manuel à l'usage des femmes de ménage;Lucia BERLIN;Fiction;9782253071402;Le Livre de Poche;04/01/2017;560
Une colonne de feu;Ken FOLLETT;Fiction;9782253071549;Le Livre de Poche;14/09/2017;811
Le Crépuscule et l'Aube;Ken FOLLETT;Fiction;9782253071556;;17/09/2020;730
Tous à Zanzibar;John BRUNNER;;9782253071808;Le Livre de Poche;01/01/1995;703
Dans la colère du fleuve;Tom FRANKLIN;Fiction;9782253073376;Le Livre de Poche;25/02/2015;432
La ferme du bout du monde;Sarah VAUGHAN;;9782253074052;Le Livre de Poche;28/03/2018;475
Recherche Jeune Femme Aimant Danser;Mary HIGGINS CLARK;;9782253076186;Le Livre de Poche;12/01/1994;277
L'Empire du mal;Allan FOLSOM;;9782253076544;Le Livre de Poche;04/10/1995;704
La main froide;Serge BRUSSOLO;;9782253076803;Le Livre de Poche;01/10/1996;414
Des feux sous la cendre;Jean-François COATMEUR;;9782253076810;Le Livre de Poche;01/10/1996;380
Le sourire noir;Serge BRUSSOLO;;9782253076865;Le Livre de Poche;01/12/1996;349
